0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,-1,54,-1,-1,54,-1,-1,54,-1,-1,-1,54,-1,-1,-1,54,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,72,-1,-1,54,-1,-1,54,-1,-1,-1,54,-1,-1,-1,54,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,0
0,-1,-1,90,90,90,-1,54,-1,-1,54,-1,-1,-1,72,-1,-1,-1,54,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,-1,54,-1,-1,54,-1,-1,90,90,90,-1,-1,72,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,-1,54,-1,-1,72,-1,-1,-1,-1,-1,-1,90,90,90,-1,-1,54,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,-1,72,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,-1,-1,-1,-1,-1,-1,0
0,6,4,4,4,4,4,6,-1,-1,-1,6,4,4,4,4,4,4,4,6,-1,90,90,90,-1,-1,-1,-1,-1,0
0,5,-1,-1,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0
0,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0
0,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,6,4,4,4,4,4,4,4,6,0,-1,-1,-1,-1,0
0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,5,-1,-1,-1,-1,-1,-1,-1,5,0,37,38,39,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
